date,product,region,customer_segment,quantity,revenue,cost,profit,churn_risk
2024-05-11,Product_A,East,High Value,19,13148,9300.02,3847.98,Medium
2024-06-02,Product_A,East,New,10,12890,7089.98,5800.02,Low
2024-02-15,Product_C,North,High Value,13,15093,10563.97,4529.03,Low
2024-03-08,Product_C,East,New,11,12518,8966.89,3551.11,High
2024-05-14,Product_D,North,High Value,9,3582,2103.53,1478.47,Low
2024-02-24,Product_A,North,High Value,19,18829,12627.95,6201.05,Low
2024-05-27,Product_C,South,High Value,7,7784,5636.24,2147.76,Low
2024-04-11,Product_C,North,New,15,22185,13637.69,8547.31,Low
2024-01-07,Product_C,South,High Value,3,1647,1218.08,428.92,Low
2024-06-19,Product_C,North,Returning,6,5904,4259.92,1644.08,High
2024-03-09,Product_C,South,High Value,18,18432,11602.9,6829.1,Low
2024-06-04,Product_A,North,New,4,5040,3693.76,1346.24,Medium
2024-02-17,Product_B,West,High Value,19,26258,16107.04,10150.96,High
2024-03-06,Product_B,East,New,19,23655,16459.31,7195.69,High
2024-01-19,Product_D,South,Returning,2,2980,2011.26,968.74,Low
2024-02-20,Product_A,North,Returning,6,2664,1518.91,1145.09,Low
2024-03-07,Product_C,North,New,8,1656,1106.74,549.26,Low
2024-03-02,Product_D,North,High Value,16,8960,5428.12,3531.88,Low
2024-04-04,Product_A,West,Returning,17,19074,13839.46,5234.54,High
2024-05-06,Product_C,North,Returning,1,993,614.62,378.38,High
2024-04-06,Product_B,East,High Value,1,207,135.35,71.65,High
2024-06-28,Product_C,South,High Value,1,885,585.54,299.46,Medium
2024-03-22,Product_C,South,High Value,14,5586,3483.19,2102.81,Low
2024-02-27,Product_A,East,Returning,19,23313,16984.65,6328.35,High
2024-04-10,Product_D,North,High Value,19,16036,10313.62,5722.38,Low
2024-01-29,Product_B,North,Returning,4,3280,1927.15,1352.85,Medium
2024-06-23,Product_B,East,High Value,19,7258,4838.47,2419.53,Low
2024-05-28,Product_D,South,Returning,15,20940,14255.24,6684.76,Medium
2024-02-13,Product_A,North,High Value,13,16159,10514.91,5644.09,High
2024-01-04,Product_C,West,New,19,26372,15518.2,10853.8,Low
2024-05-28,Product_A,West,Returning,4,3816,2308.02,1507.98,Low
2024-05-23,Product_D,South,Returning,7,5894,3547.29,2346.71,High
2024-03-20,Product_B,East,High Value,16,9728,6027.49,3700.51,Medium
2024-04-06,Product_A,West,New,14,15414,10685.52,4728.48,Low
2024-04-16,Product_D,West,High Value,19,12616,8579.51,4036.49,Low
2024-01-04,Product_C,South,High Value,12,12924,9603.68,3320.32,Low
2024-03-20,Product_B,West,High Value,17,12920,7800.53,5119.47,Low
2024-03-10,Product_B,North,New,2,1212,748.47,463.53,Medium
2024-01-04,Product_B,East,New,15,17205,11326.38,5878.62,Medium
2024-02-16,Product_B,South,Returning,2,1514,912.3,601.7,Low
2024-01-05,Product_A,East,Returning,15,16350,11036.31,5313.69,Low
2024-05-23,Product_D,North,High Value,17,21097,14755.28,6341.72,High
2024-02-10,Product_A,South,Returning,8,10000,7480.75,2519.25,Medium
2024-03-25,Product_C,East,New,11,10450,7463.65,2986.35,Low
2024-06-16,Product_A,East,New,14,3570,2392.43,1177.57,Medium
2024-06-18,Product_A,South,High Value,7,6447,3845.42,2601.58,Medium
2024-04-04,Product_B,South,High Value,4,960,535.57,424.43,Low
2024-06-25,Product_B,East,Returning,14,8946,5036.96,3909.04,Low
2024-06-27,Product_A,South,New,13,4355,3200.6,1154.4,Low
2024-02-08,Product_D,East,High Value,14,16170,11765.91,4404.09,High
2024-05-01,Product_D,East,Returning,4,1976,1181.74,794.26,Low
2024-04-07,Product_A,West,High Value,8,1816,1150.27,665.73,Low
2024-01-16,Product_C,North,Returning,16,11936,8716.62,3219.38,Medium
2024-06-22,Product_C,North,High Value,7,5313,3473.44,1839.56,Low
2024-05-18,Product_B,South,New,17,21675,13675.22,7999.78,Low
2024-05-29,Product_C,East,New,8,11496,7384.65,4111.35,Low
2024-03-12,Product_B,South,New,9,3573,2268.42,1304.58,High
2024-06-08,Product_B,West,Returning,15,13335,9173.51,4161.49,Low
2024-04-05,Product_B,West,New,6,4956,3133.11,1822.89,Low
2024-01-19,Product_C,West,High Value,17,5678,4134.78,1543.22,Low
2024-05-21,Product_A,East,Returning,3,3054,1738.67,1315.33,Low
2024-02-28,Product_D,East,New,9,12321,6829.89,5491.11,Low
2024-01-26,Product_C,East,High Value,18,18270,11732.7,6537.3,Medium
2024-05-10,Product_D,West,Returning,19,15694,10880.82,4813.18,Low
2024-05-21,Product_A,East,New,8,2488,1447.83,1040.17,Low
2024-03-23,Product_C,North,Returning,11,4730,3290.52,1439.48,Low
2024-05-15,Product_B,West,Returning,17,4607,3360.57,1246.43,High
2024-03-16,Product_A,South,New,6,1944,1191.69,752.31,Low
2024-02-02,Product_D,West,High Value,18,5490,3815.66,1674.34,High
2024-05-03,Product_C,South,Returning,13,12675,7018.04,5656.96,Low
2024-03-20,Product_B,North,New,9,5112,3619.71,1492.29,Low
2024-03-20,Product_D,South,New,12,17988,11737.5,6250.5,Low
2024-05-10,Product_B,East,New,15,4830,3092.88,1737.12,High
2024-06-07,Product_A,South,Returning,12,15672,9707.38,5964.62,Low
2024-03-20,Product_D,North,New,7,4389,2654.21,1734.79,Low
2024-03-29,Product_A,West,High Value,11,9438,5694.33,3743.67,High
2024-06-04,Product_B,West,Returning,10,3540,2643.79,896.21,Low
2024-03-28,Product_A,North,New,18,21456,15775.06,5680.94,Medium
2024-06-21,Product_C,West,New,2,1170,698.64,471.36,High
2024-03-05,Product_A,North,New,14,12796,7583.06,5212.94,Low
2024-01-13,Product_C,East,High Value,13,13494,8810.18,4683.82,Medium
2024-04-21,Product_C,East,New,11,3817,2131.39,1685.61,Low
2024-06-03,Product_C,North,New,9,5355,3428.63,1926.37,Low
2024-04-24,Product_D,East,High Value,10,10500,7831.45,2668.55,Low
2024-06-14,Product_A,East,Returning,17,11917,7580.22,4336.78,Low
2024-06-19,Product_B,South,New,15,13410,9857.77,3552.23,Medium
2024-06-12,Product_B,South,High Value,13,5408,3745.82,1662.18,Low
2024-06-17,Product_B,North,High Value,14,7126,4003.87,3122.13,Medium
2024-01-04,Product_B,West,High Value,11,13442,9213.66,4228.34,Low
2024-02-12,Product_A,North,Returning,3,4410,3196.46,1213.54,Low
2024-04-02,Product_A,East,High Value,6,2820,2064.94,755.06,Medium
2024-02-25,Product_A,North,High Value,3,3099,2146.65,952.35,Low
2024-02-25,Product_A,West,Returning,19,10450,7645.76,2804.24,Low
2024-03-24,Product_D,East,New,12,2496,1828.42,667.58,Low
2024-04-01,Product_A,South,High Value,8,7928,5118.12,2809.88,Low
2024-05-01,Product_A,West,New,1,1246,790.65,455.35,Medium
2024-04-21,Product_C,North,New,14,11046,7008.64,4037.36,Medium
2024-02-20,Product_D,East,High Value,7,3815,2718.15,1096.85,Low
2024-03-22,Product_C,North,High Value,18,12186,8197.39,3988.61,Low
2024-06-17,Product_B,East,High Value,2,2100,1224.89,875.11,Medium
2024-02-03,Product_C,West,High Value,18,22266,14103.5,8162.5,Low
2024-06-12,Product_D,South,New,6,3078,2041.11,1036.89,Low
2024-03-31,Product_C,South,New,4,4124,3072.44,1051.56,High
2024-06-25,Product_C,West,Returning,14,3794,2482.03,1311.97,Low
2024-01-14,Product_C,East,High Value,4,5664,3895.96,1768.04,Low
2024-03-31,Product_C,South,New,8,5656,3469.79,2186.21,Medium
2024-04-18,Product_B,South,New,8,4968,3362.12,1605.88,High
2024-02-20,Product_A,North,Returning,19,13053,8179.22,4873.78,Low
2024-03-09,Product_C,East,Returning,10,6400,3963.1,2436.9,Low
2024-05-31,Product_D,West,New,16,17856,11124.38,6731.62,High
2024-06-01,Product_B,East,New,9,9846,6330.55,3515.45,High
2024-01-03,Product_A,South,Returning,15,4470,2617.99,1852.01,Low
2024-06-10,Product_B,South,New,19,11305,6329.95,4975.05,High
2024-05-31,Product_B,North,New,10,10790,6871.99,3918.01,Low
2024-05-11,Product_C,South,Returning,15,8505,4899.66,3605.34,High
2024-03-27,Product_B,West,New,12,2448,1589.8,858.2,Medium
2024-01-23,Product_D,South,High Value,8,9688,6970.52,2717.48,Low
2024-02-14,Product_A,East,High Value,8,2808,1896.06,911.94,Low
2024-03-25,Product_D,East,High Value,6,1458,979.39,478.61,Low
2024-06-20,Product_A,South,New,17,19193,12073.95,7119.05,Medium
2024-06-12,Product_A,North,New,11,7315,4281.85,3033.15,High
2024-04-09,Product_A,North,New,7,5740,3240.14,2499.86,Low
2024-01-23,Product_D,North,New,4,5036,3327.63,1708.37,Low
2024-01-21,Product_C,West,New,15,16965,11228.46,5736.54,Low
2024-03-01,Product_B,East,High Value,6,6780,4543.99,2236.01,Low
2024-01-21,Product_C,West,Returning,9,11349,7027.55,4321.45,Medium
2024-04-25,Product_D,North,Returning,7,5012,3053.93,1958.07,High
2024-01-15,Product_A,South,New,16,22016,15060.5,6955.5,High
2024-01-11,Product_B,South,High Value,14,8708,5543.46,3164.54,Low
2024-06-07,Product_D,North,Returning,16,13328,9355.09,3972.91,High
2024-04-28,Product_A,South,Returning,2,2718,1639.04,1078.96,Low
2024-02-23,Product_D,South,Returning,14,16436,12306.53,4129.47,Medium
2024-02-14,Product_D,South,High Value,19,5852,4249.19,1602.81,Low
2024-05-14,Product_C,West,High Value,10,11930,7204.55,4725.45,Low
2024-06-21,Product_B,East,Returning,6,6816,3978.11,2837.89,Low
2024-01-18,Product_B,West,Returning,5,1705,944.74,760.26,Low
2024-04-14,Product_D,West,New,8,6120,4217.95,1902.05,High
2024-05-07,Product_C,North,High Value,8,6976,3980.87,2995.13,Low
2024-02-08,Product_D,North,High Value,14,10654,7187.5,3466.5,Medium
2024-04-30,Product_D,South,High Value,19,13471,9332.48,4138.52,Low
2024-01-20,Product_A,West,Returning,17,6035,3921.22,2113.78,High
2024-01-18,Product_C,North,Returning,19,12920,8901.03,4018.97,Medium
2024-03-16,Product_A,East,High Value,11,2948,1650.55,1297.45,Medium
2024-02-08,Product_D,West,High Value,8,7048,5024.6,2023.4,Low
2024-01-29,Product_C,South,High Value,18,4500,2483.11,2016.89,Low
2024-05-06,Product_B,East,Returning,5,6130,4122.02,2007.98,Low
2024-06-03,Product_B,East,Returning,2,2746,1673.98,1072.02,Low
2024-05-02,Product_B,East,New,17,17595,9769.97,7825.03,Medium
2024-06-09,Product_D,North,Returning,15,19245,13535.23,5709.77,Medium
2024-01-19,Product_D,North,Returning,14,12866,7249.21,5616.79,Low
2024-04-16,Product_C,East,New,17,22032,15555.73,6476.27,Low
2024-06-20,Product_A,North,High Value,5,1040,685.19,354.81,Medium
2024-03-07,Product_C,West,High Value,8,1808,1310.28,497.72,Low
2024-03-02,Product_A,East,High Value,18,23796,15860.29,7935.71,Low
2024-02-23,Product_A,South,New,6,4626,3246.34,1379.66,High
2024-02-11,Product_C,South,New,16,19904,12263.38,7640.62,Low
2024-04-01,Product_B,North,Returning,5,6945,4966.09,1978.91,Low
2024-04-20,Product_A,West,High Value,17,11339,6942.01,4396.99,Low
2024-01-15,Product_A,North,Returning,9,4842,2817.35,2024.65,Low
2024-01-18,Product_D,East,Returning,19,27398,18627.96,8770.04,Low
2024-01-07,Product_C,East,Returning,14,14014,7763.82,6250.18,Low
2024-05-16,Product_D,East,Returning,18,24678,13616.49,11061.51,Low
2024-02-08,Product_A,North,High Value,6,7086,3963.31,3122.69,Medium
2024-04-05,Product_B,South,High Value,9,8118,5169.66,2948.34,High
2024-06-11,Product_A,East,Returning,16,11888,8036.3,3851.7,Medium
2024-03-18,Product_B,North,New,6,4854,3013.62,1840.38,High
2024-04-02,Product_B,West,New,14,10556,7867.35,2688.65,High
2024-05-23,Product_B,East,High Value,16,6352,4540.06,1811.94,Low
2024-06-13,Product_B,South,High Value,7,5033,3243.55,1789.45,Low
2024-05-10,Product_B,South,Returning,13,6396,3929.37,2466.63,Low
2024-03-19,Product_C,West,New,6,6396,4544.58,1851.42,Low
2024-02-08,Product_D,East,High Value,6,4674,3155.74,1518.26,Low
2024-03-16,Product_A,South,New,9,11124,7675.98,3448.02,Low
2024-02-16,Product_C,North,High Value,4,5924,3325.38,2598.62,Low
2024-06-24,Product_C,North,High Value,10,6970,5156.19,1813.81,Low
2024-05-10,Product_C,South,Returning,18,4158,2459.66,1698.34,Medium
2024-06-09,Product_A,South,High Value,14,10612,6486.79,4125.21,Medium
2024-05-13,Product_B,West,Returning,15,18630,10768.38,7861.62,Low
2024-04-18,Product_A,South,Returning,11,3201,2087.88,1113.12,High
2024-02-14,Product_B,West,Returning,4,2284,1317.65,966.35,Low
2024-01-07,Product_B,East,Returning,4,1108,673.83,434.17,Medium
2024-03-05,Product_C,West,New,16,14768,10964.62,3803.38,Medium
2024-06-16,Product_C,East,Returning,12,11052,7358.67,3693.33,Medium
2024-04-27,Product_A,East,Returning,15,4500,2748.93,1751.07,Medium
2024-05-24,Product_C,South,New,9,8037,5634.09,2402.91,Medium
2024-03-31,Product_C,East,Returning,15,18990,12616.46,6373.54,High
2024-02-23,Product_D,North,High Value,8,2744,1799.26,944.74,Low
2024-02-27,Product_D,South,New,9,9387,6754.29,2632.71,High
2024-05-05,Product_A,West,Returning,5,6090,4490.39,1599.61,Medium
2024-04-12,Product_B,North,High Value,15,6720,4460.93,2259.07,Low
2024-05-16,Product_B,South,New,15,6495,3929.02,2565.98,Medium
2024-03-17,Product_D,West,High Value,14,10094,7025.92,3068.08,Low
2024-06-16,Product_D,East,Returning,16,14656,9299.78,5356.22,Medium
2024-06-19,Product_B,East,High Value,10,14710,8295.73,6414.27,Low
2024-04-06,Product_D,North,High Value,7,3073,1847.74,1225.26,Medium
2024-01-18,Product_A,South,Returning,17,6766,3740.22,3025.78,Medium
2024-03-23,Product_A,North,New,19,24833,16476.63,8356.37,High
2024-04-19,Product_B,North,High Value,6,7200,5334.26,1865.74,Low
2024-06-05,Product_B,West,High Value,17,9197,5771.5,3425.5,Low
2024-05-01,Product_A,West,New,13,5915,4426.66,1488.34,Low
2024-01-18,Product_B,West,Returning,2,1628,1181.45,446.55,Low
2024-06-10,Product_B,West,High Value,14,20160,11624.25,8535.75,Low
2024-03-05,Product_A,South,High Value,3,3720,2776.64,943.36,Low
2024-06-22,Product_A,East,High Value,5,2825,1857.76,967.24,Medium
2024-05-30,Product_A,North,New,8,5040,3091.28,1948.72,Medium
2024-02-27,Product_B,West,Returning,18,6786,4950.91,1835.09,Low
2024-02-03,Product_C,South,Returning,14,20006,14805.16,5200.84,Low
2024-02-16,Product_B,East,New,15,4215,2890.46,1324.54,Low
2024-02-02,Product_A,East,High Value,10,12330,8492.31,3837.69,Low
2024-02-21,Product_A,South,High Value,8,3136,1835.84,1300.16,Medium
2024-06-02,Product_B,East,New,9,12303,8863.98,3439.02,Medium
2024-06-21,Product_A,East,Returning,11,11616,8378.78,3237.22,Low
2024-05-27,Product_B,West,High Value,11,8393,4993.42,3399.58,Low
2024-03-12,Product_A,South,Returning,1,511,327.2,183.8,Low
2024-02-21,Product_D,East,Returning,12,6696,3916.76,2779.24,Low
2024-03-24,Product_C,West,High Value,10,4010,2652.83,1357.17,Medium
2024-01-15,Product_A,East,Returning,1,1112,755.39,356.61,Low
2024-04-14,Product_D,West,High Value,14,10220,6314.1,3905.9,Medium
2024-03-11,Product_B,East,High Value,8,3296,2081.66,1214.34,Medium
2024-01-13,Product_D,West,New,13,16952,11315.67,5636.33,Low
2024-03-21,Product_D,North,New,2,1540,1154.89,385.11,Low
2024-06-01,Product_A,East,New,5,5020,2763.19,2256.81,High
2024-06-01,Product_C,South,New,16,15568,10642.09,4925.91,Medium
2024-03-14,Product_C,South,High Value,13,8125,5271.23,2853.77,Low
2024-01-06,Product_C,West,High Value,3,3696,2555.24,1140.76,Medium
2024-06-27,Product_B,East,Returning,10,7050,4187.69,2862.31,Low
2024-04-09,Product_C,West,Returning,10,11170,7280.79,3889.21,Low
2024-01-11,Product_A,North,New,5,4395,2532.13,1862.87,Low
2024-04-09,Product_C,South,High Value,1,1345,849.63,495.37,Low
2024-01-03,Product_C,East,Returning,14,8470,5253.46,3216.54,Medium
2024-03-11,Product_B,East,Returning,16,21776,14569.02,7206.98,Medium
2024-02-05,Product_B,North,Returning,12,17592,10985.85,6606.15,Medium
2024-04-24,Product_A,North,New,2,1014,688.38,325.62,Medium
2024-06-16,Product_A,West,New,3,2622,1879.04,742.96,Medium
2024-06-28,Product_C,South,Returning,11,8877,6461.99,2415.01,Medium
2024-05-14,Product_A,West,New,8,3128,1989.25,1138.75,Low
2024-06-03,Product_C,West,New,18,9108,6748.37,2359.63,Low
2024-01-10,Product_B,West,High Value,16,22032,14348.26,7683.74,Low
2024-05-16,Product_B,South,New,13,9776,5584.93,4191.07,High
2024-05-01,Product_B,North,New,15,10710,7950.39,2759.61,Low
2024-03-15,Product_C,East,Returning,16,9552,5337.21,4214.79,Low
2024-04-15,Product_A,East,High Value,6,3810,2124.78,1685.22,Low
2024-04-17,Product_C,South,Returning,17,24565,13988.12,10576.88,Low
2024-04-08,Product_B,West,New,7,6671,4920.3,1750.7,Low
2024-03-05,Product_A,North,New,18,25416,15884.82,9531.18,Medium
2024-06-22,Product_D,South,High Value,8,11872,7195.83,4676.17,Low
2024-06-23,Product_A,West,High Value,17,18071,11785.15,6285.85,Low
2024-03-07,Product_C,West,Returning,2,1022,631.5,390.5,Low
2024-04-13,Product_D,West,New,17,11475,8185.73,3289.27,Low
2024-02-28,Product_C,North,Returning,18,11304,7677.13,3626.87,Medium
2024-06-18,Product_D,South,New,18,4626,3216.88,1409.12,High
2024-01-01,Product_C,East,Returning,7,8351,6113.3,2237.7,Low
2024-06-07,Product_B,North,High Value,19,15580,10263.36,5316.64,Low
2024-05-28,Product_D,West,High Value,4,2768,1729.74,1038.26,Low
2024-04-14,Product_B,East,High Value,6,8226,5369.36,2856.64,Medium
2024-03-13,Product_D,East,High Value,19,25517,15486.47,10030.53,Medium
2024-04-21,Product_C,West,High Value,13,4641,3193.63,1447.37,Medium
2024-02-12,Product_D,West,New,16,15152,8796.91,6355.09,Low
2024-06-02,Product_C,East,Returning,18,23292,14265.91,9026.09,Low
2024-01-31,Product_C,East,New,9,9081,6429.11,2651.89,Medium
2024-06-17,Product_A,North,Returning,6,7368,4288.73,3079.27,Medium
2024-01-26,Product_D,North,Returning,5,5780,3444.88,2335.12,Low
2024-05-23,Product_B,North,Returning,14,19754,11664.59,8089.41,High
2024-04-30,Product_A,South,New,18,24084,13615.78,10468.22,Low
2024-02-03,Product_B,East,New,7,8911,6047.03,2863.97,Low
2024-01-01,Product_D,South,High Value,2,1738,1191.76,546.24,Low
2024-02-21,Product_C,South,High Value,16,8512,5387.16,3124.84,Low
2024-02-25,Product_B,West,High Value,10,2960,1969.63,990.37,High
2024-06-18,Product_C,South,Returning,3,1869,1317.7,551.3,Low
2024-01-30,Product_A,North,Returning,7,10367,7577.09,2789.91,Low
2024-03-09,Product_D,North,New,10,6150,3386.14,2763.86,Low
2024-02-28,Product_B,South,High Value,9,7182,4409.76,2772.24,Low
2024-01-04,Product_B,West,New,3,630,353.82,276.18,High
2024-05-18,Product_B,North,Returning,15,21870,16401.07,5468.93,Low
2024-05-12,Product_C,East,Returning,11,12694,7394.65,5299.35,Low
2024-04-22,Product_D,West,Returning,2,2902,1979.74,922.26,Low
2024-01-30,Product_C,South,High Value,5,7495,5466.92,2028.08,High
2024-04-03,Product_B,East,High Value,18,16092,11173.28,4918.72,Low
2024-02-20,Product_A,South,New,17,12461,7879.23,4581.77,Low
2024-04-20,Product_C,East,Returning,4,5380,3441.19,1938.81,High
2024-06-16,Product_D,North,New,4,4492,3103.33,1388.67,Low
2024-01-15,Product_A,North,Returning,9,8892,6453.28,2438.72,Low
2024-02-14,Product_B,East,New,8,3064,1708.35,1355.65,Low
2024-05-15,Product_D,East,New,5,5185,3536.72,1648.28,Medium
2024-01-11,Product_A,West,High Value,9,8838,5709.82,3128.18,High
2024-05-29,Product_A,West,New,8,9648,6759.28,2888.72,Low
2024-03-19,Product_C,North,Returning,7,2870,2105.16,764.84,Low
2024-04-17,Product_D,East,Returning,19,15922,9465.16,6456.84,Low
2024-03-21,Product_C,West,High Value,10,13100,9502.53,3597.47,Medium
2024-04-25,Product_B,North,High Value,11,9867,6760.37,3106.63,High
2024-03-20,Product_A,North,New,15,10290,7460.2,2829.8,High
2024-06-23,Product_D,South,High Value,10,2120,1570.08,549.92,Medium
2024-06-26,Product_C,North,Returning,4,2284,1288.94,995.06,Medium
2024-03-03,Product_A,West,Returning,2,784,504.26,279.74,Low
2024-06-10,Product_C,East,New,7,2422,1569.11,852.89,Low
2024-02-10,Product_D,East,New,19,16777,9514.67,7262.33,Low
2024-02-25,Product_A,North,Returning,14,9954,6529.65,3424.35,Low
2024-06-09,Product_D,East,New,6,8358,5759.73,2598.27,High
2024-04-22,Product_C,North,High Value,9,7857,5045.99,2811.01,Low
2024-03-24,Product_C,West,New,5,2600,1831.83,768.17,Low
2024-04-21,Product_A,East,High Value,1,551,375.19,175.81,Medium
2024-03-24,Product_D,North,New,10,8750,5551.51,3198.49,Low
2024-04-13,Product_C,North,High Value,2,2736,1917.92,818.08,Low
2024-04-29,Product_D,West,High Value,6,1944,1385.34,558.66,Low
2024-01-12,Product_B,West,New,18,12546,7023.57,5522.43,Low
2024-06-23,Product_C,East,High Value,6,2508,1656.3,851.7,Low
2024-03-13,Product_B,North,Returning,12,3384,2513.33,870.67,Low
2024-04-10,Product_D,West,Returning,15,9045,4998.75,4046.25,Low
2024-03-09,Product_C,North,New,7,8302,4667.67,3634.33,Low
2024-02-24,Product_C,East,Returning,15,13275,8645.67,4629.33,Low
2024-04-10,Product_D,South,Returning,4,2288,1672.5,615.5,Low
2024-03-29,Product_D,East,Returning,8,3520,2606.77,913.23,Medium
2024-01-25,Product_C,North,New,14,14182,8399.72,5782.28,Low
